hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
BB21,Bahundangi,Lower,1,61,2,2,10,5,3,5,1,1,3,5,5,5,3,4,1,1,0,0,0.24,0.8,0,0,0,1,0,0,0,0,0,4,2,2,3,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,2,2,3,1,Firewood,1,1,1,2,1,1,0,0,1,0,0,0,4,2,3,4,3,0,1,0,5,,,Living
BB22,Bahundangi,Higher,1,70,2,2,8,1,2,3,2,3,1,3,3,5,3,2,1,1,0,0,0.14,1.7,0,0,0,1,0,0,0,0,0,4,3,2,1,0,0,0,1,0,3,3,0,0,0,0,1,0,0,1,3,2,1,1,Firewood,1,1,1,1,1,4,0,0,1,0,0,0,3,1,4,3,4,0,1,1,2,2,1,Living
BC19,Bahundangi,Higher,1,64,2,4,8,5,3,1,2,2,2,4,4,4,4,1,3,1,80,0,2.71,1.4,0,0,0,1,0,0,0,0,0,4,2,2,2,1,1,1,0,1,1,4,0,0,0,0,1,0,0,1,2,0,3,1,LPG,3,2,2,2,2,1,0,0,0,0,0,0,2,2,4,2,2,0,2,0,3,,,Living and Non-living
BC20,Bahundangi,Ethnic,2,53,1,2,4,4,3,3,2,2,4,3,2,4,4,3,2,1,0,0,0.34,0.4,0,0,0,0,0,0,0,1,0,2,4,2,3,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,2,2,2,4,2,2,0,1,1,1,0,0,3,2,4,4,3,0,3,0,3,2,2,Living
BC21,Bahundangi,Lower,1,60,1,1,5,3,2,4,2,2,3,5,1,5,4,4,4,1,20,0,0.34,2.5,0,0,0,0,0,0,1,0,0,4,2,3,2,1,1,0,0,1,3,4,0,0,0,0,1,0,0,1,2,2,1,1,Firewood,2,2,2,2,1,2,1,0,1,0,0,0,2,2,4,4,2,0,3,0,3,,,Living and Non-living
BC22,Bahundangi,Lower,2,,1,1,5,5,3,3,4,4,3,3,4,4,4,3,3,1,0,0,0.02,0.2,0,0,0,0,0,0,1,0,0,2,3,3,2,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,3,0,2,1,Firewood,2,2,2,2,2,2,0,1,0,1,0,0,3,2,4,3,3,0,3,1,3,,,Non-Living
BC23,Bahundangi,Higher,2,,1,2,6,3,2,2,3,3,4,3,1,4,4,4,4,1,40,0,0.51,3.4,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,2,2,1,1,1,2,1,0,0,0,0,0,3,2,4,4,3,0,3,0,3,2,2,Non-Living
BD18,Bahundangi,Higher,1,62,2,2,1,5,4,1,1,3,2,5,4,5,3,5,3,1,50,0,0.68,5.9,1,0,0,0,0,0,0,0,0,2,5,5,4,1,0,0,0,0,5,5,0,0,0,0,1,0,0,1,4,4,5,1,LPG,4,4,1,3,2,1,1,0,0,0,0,0,3,3,2,2,3,0,3,1,2,,,Living and Non-living
BD19,Bahundangi,Higher,1,45,1,2,5,4,3,3,2,3,1,4,3,3,3,3,3,1,0,0,0.07,0,1,0,0,0,0,0,0,0,0,1,3,5,2,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,2,1,Firewood,4,3,3,3,2,2,1,0,0,0,0,0,3,3,2,3,3,0,3,1,3,,,Living and Non-living
BD20,Bahundangi,Ethnic,2,58,1,1,4,4,4,2,2,2,2,4,3,4,4,4,3,1,25,0,0.1,0.2,0,0,0,0,0,0,1,0,0,2,3,3,3,1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,3,4,2,0,Firewood,4,2,5,5,5,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living
BD21,Bahundangi,Lower,2,42,1,2,6,5,3,4,4,4,1,4,2,4,5,3,3,1,50,10,0.17,0,0,0,0,1,0,0,0,0,0,4,2,4,4,1,0,0,0,1,3,4,0,0,0,0,1,0,0,1,4,4,2,0,Firewood,4,5,5,3,5,1,1,0,0,0,0,0,3,2,4,3,2,0,3,1,3,,,Living
BD22,Bahundangi,Ethnic,1,68,2,2,6,5,4,1,1,2,2,5,3,5,5,4,2,1,75,0,0.34,1.5,0,0,0,1,0,0,0,0,0,4,3,2,3,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,3,4,2,1,Firewood,4,4,1,4,2,1,1,0,0,0,0,0,3,2,4,3,2,0,3,1,3,,,Living and Non-living
BD23,Bahundangi,Higher,1,47,1,3,6,1,3,2,1,2,1,4,4,5,5,4,1,1,50,0,1.46,3.1,0,0,0,1,0,0,0,0,0,2,3,2,3,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,3,0,4,1,Firewood,1,1,1,3,1,1,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living and Non-living
BD24,Bahundangi,Higher,1,46,2,2,6,5,4,2,1,2,2,4,4,5,2,3,1,1,50,0,2.27,3.1,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,4,2,1,Firewood,1,1,2,3,2,1,0,0,0,0,0,0,3,2,4,3,3,0,3,1,3,,,Living
BE18,Bahundangi,Ethnic,1,31,1,2,7,5,4,3,2,2,4,5,3,5,5,3,1,1,75,0,0.91,1.6,0,0,0,0,0,0,0,1,0,2,3,3,1,1,0,0,0,1,3,3,0,0,1,0,1,0,0,1,3,0,1,1,LPG,3,2,1,1,1,2,1,0,1,0,0,0,5,1,4,3,3,0,3,1,3,,,Non-Living
BE19,Bahundangi,Lower,1,35,1,2,8,5,1,3,1,1,4,3,3,5,1,3,1,1,0,0,0.34,1.4,0,0,0,0,0,0,0,1,0,2,3,1,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,1,1,1,1,2,1,0,0,0,0,0,3,2,4,3,3,0,3,0,3,,,Living
BE20,Bahundangi,Ethnic,2,,1,1,5,4,3,1,1,1,3,1,3,4,4,3,1,1,0,10,0.03,0,0,0,0,0,0,0,1,0,0,2,3,1,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,0,3,0,5,0,Firewood,3,5,5,2,5,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Non-Living
BE21,Bahundangi,Higher,2,,1,2,8,4,4,3,5,5,2,4,3,5,3,3,3,1,20,0,0.27,0.5,0,1,0,0,0,0,0,0,0,2,3,4,1,1,1,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,3,1,1,1,1,2,1,0,1,0,0,0,3,1,4,3,3,0,3,1,3,,,Non-Living
BE22,Bahundangi,Lower,1,,1,1,7,5,5,3,1,1,3,4,3,5,5,3,1,1,80,0,0.95,2.9,0,0,0,1,0,0,0,0,0,4,3,4,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,4,4,1,Firewood,3,1,1,1,1,2,1,0,1,0,0,0,3,1,4,3,3,0,3,1,3,,,Living
BE23,Bahundangi,Higher,1,56,1,3,9,5,4,3,1,1,1,3,3,3,2,3,3,1,70,0,0.74,2.1,0,0,0,1,0,0,0,0,0,4,4,4,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,5,4,1,Firewood,3,1,1,1,1,2,1,0,0,0,0,0,3,1,4,3,3,0,3,1,3,,,Living
BE24,Bahundangi,Higher,1,65,1,1,9,4,2,1,2,2,2,4,3,4,2,3,1,1,70,0,1.02,1.2,0,0,0,1,0,0,0,0,0,5,3,1,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,2,4,1,LPG,3,4,1,2,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Non-Living
BF20,Bahundangi,Higher,2,55,1,1,6,3,3,3,3,2,3,3,1,1,1,3,2,1,50,0,0.24,0,0,0,0,1,0,0,0,0,0,2,4,1,1,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,0,1,1,Firewood,3,1,1,3,1,2,1,0,0,0,0,0,3,1,4,1,3,0,4,0,3,,,I don't know
BF21,Bahundangi,Higher,1,44,1,1,5,3,3,5,4,3,2,5,3,5,1,1,1,1,50,5,2.71,15.9,0,0,0,0,0,0,0,0,1,4,4,2,1,1,0,0,0,0,5,4,0,0,1,0,0,0,0,1,1,0,3,1,Firewood,1,1,1,1,1,2,1,0,1,0,0,0,4,2,4,3,3,1,1,1,1,2,1,Living and Non-living
BF22,Bahundangi,Higher,1,50,1,2,5,3,3,3,3,3,1,3,3,1,4,4,1,1,50,0,0.34,1.9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,2,1,3,1,1,1,0,0,0,0,0,3,1,4,3,3,1,3,1,3,,,Non-Living
BF23,Bahundangi,Higher,1,32,1,4,9,5,1,1,1,3,4,5,5,5,1,1,1,1,60,5,3.05,17.7,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,1,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,1,1,4,2,3,1,1,1,1,1,1,Living and Non-living
BF24,Bahundangi,Higher,1,71,2,1,5,3,3,1,1,2,1,1,1,1,1,1,1,1,50,0,0.68,1.4,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,1,1,4,3,3,0,1,1,3,,,Living and Non-living
BF25,Bahundangi,Ethnic,1,68,2,1,6,3,3,4,1,3,3,5,3,5,3,3,1,1,0,0,0.03,0,0,0,0,0,0,0,1,0,0,2,1,3,2,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,1,1,1,1,2,1,0,0,0,0,0,4,1,1,4,2,0,3,0,3,,,Living and Non-living
BF26,Bahundangi,Higher,1,35,1,4,9,5,1,4,5,5,4,4,5,5,5,1,1,1,80,0,6.77,0.4,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,1,5,1,0,0,0,1,0,0,1,3,2,1,1,LPG,1,1,1,1,1,1,1,0,1,0,0,0,1,1,4,3,1,1,1,1,1,1,1,Living
BG19,Bahundangi,Lower,1,51,2,2,7,3,2,2,3,3,2,4,3,4,3,3,1,1,80,0,0.61,1.4,0,1,0,0,0,0,0,0,0,2,3,1,2,1,0,1,0,0,2,3,0,0,0,0,1,0,0,1,3,1,1,1,Firewood,2,2,2,2,2,1,1,0,1,0,0,0,5,1,4,3,3,0,3,1,3,1,2,Living and Non-living
BG20,Bahundangi,Higher,1,23,1,4,8,2,2,1,2,3,4,4,4,3,2,2,1,1,85,0,0.81,3.7,0,0,0,1,0,0,0,0,0,2,1,1,3,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,2,2,1,3,1,1,1,0,1,0,0,0,4,1,4,2,3,0,3,1,3,2,3,Non-Living
BG21,Bahundangi,Ethnic,,25,1,3,6,3,2,2,3,3,2,5,3,3,3,3,1,1,30,0,0.2,0.1,0,0,0,0,0,0,1,0,0,4,3,3,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,3,2,1,1,Firewood,2,2,2,3,1,1,1,0,1,0,0,0,5,2,4,3,3,0,3,1,3,2,1,Non-Living
BG22,Bahundangi,Higher,1,60,2,5,8,4,2,4,3,2,4,5,3,4,3,2,3,1,80,0,2.03,3.9,0,0,0,0,0,1,0,0,0,1,2,2,1,1,0,1,0,0,2,3,0,0,0,0,1,0,0,1,2,0,4,1,Firewood,2,1,2,2,2,1,1,0,1,0,0,0,2,1,4,3,3,0,3,1,2,1,1,Living and Non-living
BG23,Bahundangi,Higher,1,49,2,2,8,4,2,2,2,4,2,4,3,4,2,2,3,1,75,0,1.08,1.1,0,1,0,0,0,0,0,0,0,4,2,3,1,1,0,1,0,0,2,2,0,0,0,0,1,0,0,1,2,0,2,1,LPG,3,2,2,2,2,1,1,0,1,0,0,0,5,3,4,3,3,0,3,1,3,2,2,Non-Living
BG24,Bahundangi,Ethnic,1,25,2,4,9,3,2,2,2,2,2,5,3,4,2,1,1,1,70,0,1.35,1.7,0,0,0,0,0,0,1,0,0,2,4,3,1,1,0,1,0,0,2,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,2,2,2,2,1,1,0,0,0,0,0,4,2,4,3,3,0,3,1,2,2,2,Non-Living
BG25,Bahundangi,Higher,1,53,2,3,8,4,4,2,3,3,2,4,4,3,3,4,3,1,50,0,0.68,3.8,0,0,0,0,0,0,1,0,0,4,4,3,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,2,0,2,1,LPG,3,2,1,3,1,1,1,0,1,0,0,0,5,3,4,3,3,0,3,1,3,2,2,Living and Non-living
BA24,Bahundangi,Higher,1,38,1,1,5,2,3,2,5,3,3,2,3,5,3,4,2,1,20,20,0.03,0.1,0,0,0,0,0,0,0,1,0,2,3,1,3,1,0,1,1,1,3,3,0,0,1,0,0,0,0,1,2,3,1,1,Firewood,3,2,2,2,2,2,1,0,0,0,0,0,4,1,4,3,3,0,3,0,2,1,1,I don't know
BA25,Bahundangi,Lower,1,38,1,2,6,3,2,3,1,2,3,5,3,3,2,3,3,1,80,20,0.3,1.4,0,0,0,1,0,0,0,0,0,4,4,2,3,1,0,0,1,1,3,3,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,3,4,2,3,3,2,1,0,0,0,0,0,3,1,4,3,3,0,1,0,2,,,Living and Non-living
BA26,Bahundangi,Ethnic,,60,1,1,5,3,4,1,1,3,1,4,3,5,5,4,4,1,10,20,0.41,1.9,0,0,0,0,0,0,0,0,1,2,4,1,3,1,0,0,0,1,4,4,0,0,0,0,1,0,0,1,3,6,1,1,Firewood,3,2,2,2,1,2,1,1,0,0,0,0,4,1,4,3,3,0,1,0,3,1,1,Living
BA27,Bahundangi,Lower,1,33,2,2,0,4,4,3,2,2,4,4,4,5,4,3,1,1,50,20,0.47,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,3,1,1,LPG,3,3,3,1,1,2,1,1,0,0,0,0,4,1,4,3,3,0,1,1,1,1,1,Living and Non-living
BA28,Bahundangi,Ethnic,1,81,2,1,1,4,5,4,1,2,2,4,4,5,2,4,5,1,50,20,1.69,0.1,1,0,0,0,0,0,0,0,0,2,4,4,4,1,0,1,0,0,4,5,0,0,0,0,1,0,0,1,2,4,1,1,Firewood,3,3,2,1,1,2,1,1,0,0,0,0,4,1,4,3,3,0,1,0,1,1,1,Living and Non-living
BA29,Bahundangi,Higher,1,71,2,2,5,3,4,3,1,2,3,5,3,5,5,5,1,1,50,20,0.44,1.6,0,0,0,0,0,0,0,0,1,2,3,3,3,1,0,1,0,1,5,4,0,0,0,0,1,0,0,1,4,4,2,1,Firewood,2,2,2,1,1,2,1,1,0,0,0,0,2,1,4,3,3,0,2,0,1,1,1,Living
BB23,Bahundangi,Higher,1,56,2,2,5,5,2,1,1,4,4,5,4,5,3,1,5,1,30,0,0.61,1.4,0,0,0,1,0,0,0,0,0,4,4,4,4,0,0,0,1,0,4,5,0,0,1,0,0,0,0,1,3,3,4,1,LPG,3,4,1,1,1,2,1,0,0,0,0,0,1,1,3,5,1,1,1,1,1,1,1,Spiritual and Abstract
BB24,Bahundangi,Higher,1,43,2,3,6,4,2,4,1,4,4,4,4,5,3,3,1,1,0,0,1.35,0.7,0,0,0,1,0,0,0,0,0,2,3,1,2,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,3,3,3,1,LPG,3,1,1,1,1,1,1,0,0,0,0,0,3,1,4,4,3,0,1,1,3,1,1,Spiritual and Abstract
BB25,Bahundangi,Lower,1,32,1,1,10,5,5,1,1,3,2,3,5,5,3,3,4,1,0,0,0.34,0,0,0,0,1,0,0,0,0,0,4,3,4,2,1,0,0,1,0,3,3,0,0,0,0,0,0,1,1,3,3,3,1,Firewood,1,3,1,3,1,2,1,0,1,0,0,0,4,2,4,3,3,0,1,1,3,,,Non-Living
BB26,Bahundangi,Ethnic,1,33,2,3,6,5,4,1,1,5,3,5,4,5,3,4,5,1,0,0,0.54,1.7,0,0,0,1,0,0,0,Driver,0,5,3,5,1,1,0,0,0,0,4,2,0,0,0,0,1,0,0,1,3,3,1,1,LPG,3,4,4,1,1,1,1,0,0,0,0,0,3,2,2,4,3,0,1,1,3,,,Non-Living
BB27,Bahundangi,Higher,2,43,2,2,5,5,2,1,1,2,5,5,3,5,3,3,2,1,50,0,0.24,11.4,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,3,2,0,0,0,0,1,0,0,1,3,3,1,1,LPG,3,4,1,1,1,2,1,0,0,0,0,0,4,1,4,4,3,0,1,0,3,,,Spiritual and Abstract
BB28,Bahundangi,Higher,2,53,1,1,8,5,5,3,2,3,2,4,3,3,3,1,2,1,20,0,0.41,2.1,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,1,1,1,3,3,0,0,0,0,1,0,0,1,2,2,1,1,Firewood,1,1,1,2,2,2,0,0,1,1,0,0,3,2,4,3,3,0,1,1,1,1,1,Living
BC24,Bahundangi,Higher,1,29,1,2,6,4,3,3,3,3,4,4,2,3,4,2,2,1,35,0,1.69,2.5,0,0,0,1,0,0,0,0,0,2,1,3,2,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,3,0,2,1,LPG,3,4,4,4,2,1,1,1,0,0,0,0,3,2,4,3,3,0,2,1,2,,,Living and Non-living
BC25,Bahundangi,Higher,1,,2,1,5,4,3,3,2,2,4,4,4,5,2,4,2,1,0,0,0.03,0.7,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,2,3,4,1,Firewood,2,2,2,2,2,2,1,1,1,0,0,0,2,2,4,4,3,0,3,0,3,2,2,Non-Living
BC26,Bahundangi,Ethnic,1,22,2,3,9,4,3,3,4,4,4,4,3,3,3,2,2,1,0,0,0.17,0.6,0,0,0,0,0,0,0,1,0,2,2,2,2,1,0,0,0,0,2,4,0,0,0,0,1,0,0,1,3,0,2,1,Firewood,2,4,2,4,2,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living
BC27,Bahundangi,Lower,2,60,1,1,7,4,4,2,2,2,4,3,2,3,4,4,4,1,15,0,0.34,1.1,0,0,0,1,0,0,0,Stiching of Doko and Nanglo,0,5,3,4,3,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,3,3,2,1,Firewood,3,4,2,2,1,2,1,0,1,0,0,0,2,2,1,4,3,0,3,1,2,2,2,Non-Living
BC28,Bahundangi,Ethnic,1,60,1,1,6,4,3,3,2,2,4,3,3,3,3,2,2,1,0,0,0.2,0.2,0,0,0,0,0,0,0,0,1,2,3,2,3,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,3,3,2,1,Firewood,2,4,2,4,2,2,1,0,1,0,0,0,3,2,4,3,3,0,3,0,3,,,Non-Living
BC29,Bahundangi,Ethnic,2,20,1,3,6,2,3,3,4,4,4,3,3,4,5,4,2,1,0,0,0.3,0.2,0,0,0,0,0,0,1,0,0,2,3,2,3,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,3,3,2,1,Firewood,3,2,2,2,2,1,1,0,1,0,0,0,3,2,4,3,3,0,3,1,3,,,Non-Living
BD25,Bahundangi,Higher,2,68,2,2,6,4,3,5,5,4,4,5,4,3,4,1,1,1,0,0,0.03,0,0,0,0,0,0,0,1,0,0,2,1,1,2,1,0,1,0,1,1,5,0,0,0,0,1,0,0,0,3,12,5,0,Firewood,5,2,5,3,3,1,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Living and Non-living
BD26,Bahundangi,Higher,2,40,1,1,5,2,3,4,5,4,4,4,3,4,5,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,1,0,0,0,1,3,4,0,0,0,0,1,0,0,0,3,12,3,0,Firewood,2,3,5,3,5,2,1,0,0,0,0,0,3,2,2,3,3,0,3,0,3,,,Living and Non-living
BD27,Bahundangi,Ethnic,1,29,2,3,6,5,4,2,1,3,2,4,3,4,3,3,3,1,15,0,0.54,0.9,0,0,0,1,0,0,0,0,0,4,4,4,2,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,4,12,3,1,Firewood,2,2,2,2,2,1,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,,,Living and Non-living
BD28,Bahundangi,Ethnic,1,26,2,4,5,5,5,5,5,4,1,4,3,3,3,1,3,1,50,0,1.35,0.9,0,0,0,1,0,0,0,0,0,2,3,2,3,1,0,0,0,0,3,5,0,0,0,0,1,0,0,1,5,4,2,1,Firewood,2,2,2,3,2,2,1,0,0,0,0,0,3,2,2,3,3,0,3,1,3,,,Living and Non-living
BD29,Bahundangi,Ethnic,1,38,1,2,5,5,5,2,1,1,1,3,3,3,4,4,2,1,0,0,0.68,0.7,1,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,4,4,2,1,LPG,3,2,3,4,1,1,1,0,0,0,0,0,3,2,2,3,3,0,3,0,3,,,Living and Non-living
BD30,Bahundangi,Ethnic,1,17,1,2,6,5,4,4,4,4,2,5,3,3,5,4,2,1,0,0,0.27,0.1,0,0,0,0,0,0,1,0,0,2,3,2,1,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,4,4,5,1,Firewood,4,3,3,2,1,2,1,0,0,0,0,0,3,2,4,3,3,0,3,0,3,,,Non-Living
BE25,Bahundangi,Ethnic,1,48,2,3,7,4,4,2,5,5,4,3,1,5,5,3,1,1,40,0,0.54,1,0,0,0,1,0,0,0,0,0,4,4,3,3,1,1,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,3,4,1,4,1,2,1,0,1,0,0,0,3,1,4,3,3,0,3,1,3,,,Living
BE26,Bahundangi,Higher,1,45,1,1,6,5,3,3,2,2,3,2,5,1,1,3,3,1,0,0,0.05,0.2,0,0,0,0,0,0,1,0,0,4,3,3,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,4,3,4,1,Firewood,3,4,1,4,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living
BE27,Bahundangi,Ethnic,2,84,1,1,6,4,3,3,4,4,3,3,3,4,4,3,3,1,75,0,0,1.7,0,0,0,1,0,0,0,0,0,4,4,3,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,3,2,1,2,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living and Non-living
BE28,Bahundangi,Higher,1,37,2,2,9,5,5,3,1,1,3,4,3,4,4,3,3,1,30,20,0.68,1.8,0,0,0,1,0,0,0,0,0,2,4,3,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,3,4,1,2,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living
BE29,Bahundangi,Ethnic,2,17,1,3,6,2,5,4,1,1,2,3,3,4,4,3,3,1,0,0,0.17,0.6,0,0,0,1,0,0,0,0,0,2,3,3,4,1,0,0,0,1,3,4,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,3,4,1,2,1,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,,,Non-Living
BE30,Bahundangi,Ethnic,1,22,1,3,10,4,5,3,4,4,3,3,3,4,3,3,3,1,0,20,0,1.6,0,1,0,0,0,0,0,0,0,2,3,2,4,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,2,3,1,Firewood,3,2,1,2,1,2,1,0,1,0,0,0,3,3,4,3,3,0,3,0,3,,,Non-Living
BF27,Bahundangi,Higher,1,75,1,1,7,3,2,3,4,3,2,4,2,5,5,3,3,1,50,0,2.03,2.6,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,3,2,1,1,Firewood,1,1,1,4,1,2,1,0,0,0,0,0,3,1,4,3,3,0,1,0,3,,,Living and Non-living
BF28,Bahundangi,Higher,1,40,1,2,6,3,2,1,1,3,1,3,3,5,3,3,1,1,50,0,0.3,1.4,0,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,3,0,3,1,Firewood,1,1,1,1,1,1,1,0,0,0,0,0,4,1,4,3,3,0,3,1,3,,,Living and Non-living
BF29,Bahundangi,Higher,1,65,1,1,7,1,2,2,4,3,2,4,1,5,5,4,3,1,50,0,1.35,0,1,0,0,0,0,0,0,0,0,4,3,3,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,1,3,2,1,1,LPG,3,1,1,1,1,2,1,0,0,0,0,0,4,1,4,3,3,0,1,0,1,,,Living and Non-living
BF30,Bahundangi,Higher,1,32,1,4,8,5,2,1,1,1,2,5,1,5,3,1,4,1,50,0,3.05,51.3,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,4,5,1,0,0,0,0,0,0,1,3,2,1,1,LPG,3,5,1,1,1,1,1,1,0,0,0,0,4,1,4,3,3,0,1,1,1,,,Living and Non-living
BF31,Bahundangi,Higher,1,25,1,4,10,3,2,1,1,2,2,5,2,5,3,1,3,1,50,0,0.34,0.3,1,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,1,1,1,1,1,1,1,0,0,0,0,0,4,1,4,3,3,0,1,1,1,,,Living and Non-living
BF32,Bahundangi,Higher,1,35,2,3,6,4,2,2,2,2,2,3,2,4,4,3,3,1,50,0,1.02,2,0,0,0,0,0,0,1,0,0,1,3,3,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,3,0,1,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,4,1,4,3,3,0,1,1,1,,,Living and Non-living
